"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"1965","Census Tract 701902","506","Census Tract 602104","6/1/2018 - 8/31/2018, Every day, Daily Average",1997,1275,3126
"1965","Census Tract 701902","508","Census Tract 703002","6/1/2018 - 8/31/2018, Every day, Daily Average",2386,1589,3582
"1965","Census Tract 701902","509","Census Tract 404600","6/1/2018 - 8/31/2018, Every day, Daily Average",3344,2275,4914
"1965","Census Tract 701902","514","Census Tract 300502","6/1/2018 - 8/31/2018, Every day, Daily Average",2803,2005,3917
"1965","Census Tract 701902","517","Census Tract 460502","6/1/2018 - 8/31/2018, Every day, Daily Average",2886,2073,4017
"1965","Census Tract 701902","519","Census Tract 460700","6/1/2018 - 8/31/2018, Every day, Daily Average",3111,2150,4500
"1965","Census Tract 701902","526","Census Tract 555001","6/1/2018 - 8/31/2018, Every day, Daily Average",3160,2214,4508
"1965","Census Tract 701902","527","Census Tract 555002","6/1/2018 - 8/31/2018, Every day, Daily Average",3111,2219,4360
"1965","Census Tract 701902","554","Census Tract 503902","6/1/2018 - 8/31/2018, Every day, Daily Average",3050,2197,4233
"1965","Census Tract 701902","571","Census Tract 603801","6/1/2018 - 8/31/2018, Every day, Daily Average",2478,1667,3683
"1965","Census Tract 701902","572","Census Tract 603802","6/1/2018 - 8/31/2018, Every day, Daily Average",2241,1450,3462
"1965","Census Tract 701902","573","Census Tract 603900","6/1/2018 - 8/31/2018, Every day, Daily Average",1791,1144,2803
"1965","Census Tract 701902","574","Census Tract 604001","6/1/2018 - 8/31/2018, Every day, Daily Average",1799,1154,2802
"1965","Census Tract 701902","575","Census Tract 604002","6/1/2018 - 8/31/2018, Every day, Daily Average",1977,1285,3041
"1965","Census Tract 701902","576","Census Tract 604100","6/1/2018 - 8/31/2018, Every day, Daily Average",1840,1181,2864
"1965","Census Tract 701902","584","Census Tract 544002","6/1/2018 - 8/31/2018, Every day, Daily Average",2640,1723,4043
"1965","Census Tract 701902","587","Census Tract 570202","6/1/2018 - 8/31/2018, Every day, Daily Average",3208,2170,4741
"1965","Census Tract 701902","588","Census Tract 570203","6/1/2018 - 8/31/2018, Every day, Daily Average",3303,2242,4865
"1965","Census Tract 701902","590","Census Tract 570301","6/1/2018 - 8/31/2018, Every day, Daily Average",3176,2138,4717
"1965","Census Tract 701902","593","Census Tract 570402","6/1/2018 - 8/31/2018, Every day, Daily Average",3112,2107,4595
"1965","Census Tract 701902","595","Census Tract 570404","6/1/2018 - 8/31/2018, Every day, Daily Average",3069,2086,4514
"1965","Census Tract 701902","606","Census Tract 571701","6/1/2018 - 8/31/2018, Every day, Daily Average",3121,2136,4559
"1965","Census Tract 701902","609","Census Tract 571800","6/1/2018 - 8/31/2018, Every day, Daily Average",2826,1872,4264
"1965","Census Tract 701902","612","Census Tract 572002","6/1/2018 - 8/31/2018, Every day, Daily Average",2611,1731,3937
"1965","Census Tract 701902","613","Census Tract 572100","6/1/2018 - 8/31/2018, Every day, Daily Average",2586,1710,3910
"1965","Census Tract 701902","614","Census Tract 572201","6/1/2018 - 8/31/2018, Every day, Daily Average",2645,1757,3979
"1965","Census Tract 701902","616","Census Tract 572301","6/1/2018 - 8/31/2018, Every day, Daily Average",2473,1647,3711
"1965","Census Tract 701902","617","Census Tract 572302","6/1/2018 - 8/31/2018, Every day, Daily Average",2635,1819,3815
"1965","Census Tract 701902","618","Census Tract 572400","6/1/2018 - 8/31/2018, Every day, Daily Average",2544,1693,3821
"1965","Census Tract 701902","620","Census Tract 572600","6/1/2018 - 8/31/2018, Every day, Daily Average",2671,1848,3859
"1965","Census Tract 701902","621","Census Tract 572700","6/1/2018 - 8/31/2018, Every day, Daily Average",2702,1876,3889
"1965","Census Tract 701902","623","Census Tract 572900","6/1/2018 - 8/31/2018, Every day, Daily Average",2738,1910,3924
"1965","Census Tract 701902","638","Census Tract 574201","6/1/2018 - 8/31/2018, Every day, Daily Average",2828,1915,4175
"1965","Census Tract 701902","639","Census Tract 574202","6/1/2018 - 8/31/2018, Every day, Daily Average",2801,1888,4153
"1965","Census Tract 701902","640","Census Tract 574300","6/1/2018 - 8/31/2018, Every day, Daily Average",2875,1951,4234
"1965","Census Tract 701902","641","Census Tract 574400","6/1/2018 - 8/31/2018, Every day, Daily Average",2906,1979,4265
"1965","Census Tract 701902","642","Census Tract 574500","6/1/2018 - 8/31/2018, Every day, Daily Average",2940,2003,4313
"1965","Census Tract 701902","649","Census Tract 575001","6/1/2018 - 8/31/2018, Every day, Daily Average",3174,2206,4565
"1965","Census Tract 701902","650","Census Tract 575002","6/1/2018 - 8/31/2018, Every day, Daily Average",3360,2380,4742
"1965","Census Tract 701902","659","Census Tract 575500","6/1/2018 - 8/31/2018, Every day, Daily Average",2817,1952,4065
"1965","Census Tract 701902","660","Census Tract 575801","6/1/2018 - 8/31/2018, Every day, Daily Average",3147,2190,4520
"1965","Census Tract 701902","663","Census Tract 575901","6/1/2018 - 8/31/2018, Every day, Daily Average",2965,2042,4304
"1965","Census Tract 701902","664","Census Tract 575902","6/1/2018 - 8/31/2018, Every day, Daily Average",3289,2233,4843
"1965","Census Tract 701902","665","Census Tract 576001","6/1/2018 - 8/31/2018, Every day, Daily Average",3261,2235,4756
"1965","Census Tract 701902","666","Census Tract 576200","6/1/2018 - 8/31/2018, Every day, Daily Average",3513,2411,5117
"1965","Census Tract 701902","675","Census Tract 576601","6/1/2018 - 8/31/2018, Every day, Daily Average",3966,2683,5860
"1965","Census Tract 701902","683","Census Tract 577000","6/1/2018 - 8/31/2018, Every day, Daily Average",3535,2505,4988
"1965","Census Tract 701902","693","Census Tract 980006","6/1/2018 - 8/31/2018, Every day, Daily Average",3003,2050,4398
"1965","Census Tract 701902","695","Census Tract 980018","6/1/2018 - 8/31/2018, Every day, Daily Average",2766,1850,4133
"1965","Census Tract 701902","696","Census Tract 980033","6/1/2018 - 8/31/2018, Every day, Daily Average",3141,2117,4660
"1965","Census Tract 701902","705","Census Tract 102105","6/1/2018 - 8/31/2018, Every day, Daily Average",2755,2033,3733
"1965","Census Tract 701902","706","Census Tract 102107","6/1/2018 - 8/31/2018, Every day, Daily Average",3144,2193,4506
"1965","Census Tract 701902","709","Census Tract 103200","6/1/2018 - 8/31/2018, Every day, Daily Average",2819,1950,4073
"1965","Census Tract 701902","710","Census Tract 103300","6/1/2018 - 8/31/2018, Every day, Daily Average",3195,2151,4744
"1965","Census Tract 701902","711","Census Tract 103400","6/1/2018 - 8/31/2018, Every day, Daily Average",3043,2146,4314
"1965","Census Tract 701902","713","Census Tract 104105","6/1/2018 - 8/31/2018, Every day, Daily Average",2490,1732,3578
"1965","Census Tract 701902","714","Census Tract 104108","6/1/2018 - 8/31/2018, Every day, Daily Average",2565,1758,3741
"1965","Census Tract 701902","715","Census Tract 104124","6/1/2018 - 8/31/2018, Every day, Daily Average",2584,1800,3708
"1965","Census Tract 701902","716","Census Tract 104201","6/1/2018 - 8/31/2018, Every day, Daily Average",2520,1695,3745
"1965","Census Tract 701902","718","Census Tract 104204","6/1/2018 - 8/31/2018, Every day, Daily Average",2500,1717,3639
"1965","Census Tract 701902","719","Census Tract 104310","6/1/2018 - 8/31/2018, Every day, Daily Average",2378,1601,3530
"1965","Census Tract 701902","720","Census Tract 104320","6/1/2018 - 8/31/2018, Every day, Daily Average",2241,1601,3135
"1965","Census Tract 701902","721","Census Tract 104401","6/1/2018 - 8/31/2018, Every day, Daily Average",2242,1547,3248
"1965","Census Tract 701902","722","Census Tract 104403","6/1/2018 - 8/31/2018, Every day, Daily Average",2366,1614,3466
"1965","Census Tract 701902","744","Census Tract 106510","6/1/2018 - 8/31/2018, Every day, Daily Average",2276,1586,3265
"1965","Census Tract 701902","746","Census Tract 106603","6/1/2018 - 8/31/2018, Every day, Daily Average",2276,1618,3200
"1965","Census Tract 701902","747","Census Tract 106604","6/1/2018 - 8/31/2018, Every day, Daily Average",2025,1324,3095
"1965","Census Tract 701902","749","Census Tract 106642","6/1/2018 - 8/31/2018, Every day, Daily Average",2206,1565,3108
"1965","Census Tract 701902","750","Census Tract 106643","6/1/2018 - 8/31/2018, Every day, Daily Average",2214,1592,3078
"1965","Census Tract 701902","752","Census Tract 106646","6/1/2018 - 8/31/2018, Every day, Daily Average",2176,1525,3104
"1965","Census Tract 701902","754","Census Tract 106649","6/1/2018 - 8/31/2018, Every day, Daily Average",2028,1426,2882
"1965","Census Tract 701902","757","Census Tract 108101","6/1/2018 - 8/31/2018, Every day, Daily Average",2289,1655,3165
"1965","Census Tract 701902","758","Census Tract 108102","6/1/2018 - 8/31/2018, Every day, Daily Average",2299,1679,3147
"1965","Census Tract 701902","759","Census Tract 108103","6/1/2018 - 8/31/2018, Every day, Daily Average",2262,1630,3138
"1965","Census Tract 701902","761","Census Tract 108201","6/1/2018 - 8/31/2018, Every day, Daily Average",2318,1707,3146
"1965","Census Tract 701902","762","Census Tract 108202","6/1/2018 - 8/31/2018, Every day, Daily Average",2381,1762,3216
"1965","Census Tract 701902","763","Census Tract 109100","6/1/2018 - 8/31/2018, Every day, Daily Average",2071,1428,3002
"1965","Census Tract 701902","764","Census Tract 109200","6/1/2018 - 8/31/2018, Every day, Daily Average",1883,1354,2617
"1965","Census Tract 701902","765","Census Tract 109300","6/1/2018 - 8/31/2018, Every day, Daily Average",1978,1379,2835
"1965","Census Tract 701902","766","Census Tract 109400","6/1/2018 - 8/31/2018, Every day, Daily Average",2347,1552,3547
"1965","Census Tract 701902","767","Census Tract 109500","6/1/2018 - 8/31/2018, Every day, Daily Average",2562,1674,3920
"1965","Census Tract 701902","768","Census Tract 109601","6/1/2018 - 8/31/2018, Every day, Daily Average",2224,1538,3214
"1965","Census Tract 701902","769","Census Tract 109603","6/1/2018 - 8/31/2018, Every day, Daily Average",2002,1384,2894
"1965","Census Tract 701902","770","Census Tract 109604","6/1/2018 - 8/31/2018, Every day, Daily Average",2045,1416,2951
"1965","Census Tract 701902","771","Census Tract 109700","6/1/2018 - 8/31/2018, Every day, Daily Average",1952,1361,2799
"1965","Census Tract 701902","772","Census Tract 109800","6/1/2018 - 8/31/2018, Every day, Daily Average",1917,1331,2760
"1965","Census Tract 701902","776","Census Tract 111204","6/1/2018 - 8/31/2018, Every day, Daily Average",2720,1925,3843
"1965","Census Tract 701902","780","Census Tract 111302","6/1/2018 - 8/31/2018, Every day, Daily Average",2566,1852,3553
"1965","Census Tract 701902","781","Census Tract 111400","6/1/2018 - 8/31/2018, Every day, Daily Average",2390,1707,3345
"1965","Census Tract 701902","784","Census Tract 113232","6/1/2018 - 8/31/2018, Every day, Daily Average",3165,2356,4250
"1965","Census Tract 701902","788","Census Tract 113301","6/1/2018 - 8/31/2018, Every day, Daily Average",2740,2074,3618
"1965","Census Tract 701902","792","Census Tract 113401","6/1/2018 - 8/31/2018, Every day, Daily Average",2797,2035,3842
"1965","Census Tract 701902","794","Census Tract 113422","6/1/2018 - 8/31/2018, Every day, Daily Average",2973,2221,3978
"1965","Census Tract 701902","795","Census Tract 115101","6/1/2018 - 8/31/2018, Every day, Daily Average",2332,1639,3316
"1965","Census Tract 701902","796","Census Tract 115103","6/1/2018 - 8/31/2018, Every day, Daily Average",2471,1808,3376
"1965","Census Tract 701902","797","Census Tract 115104","6/1/2018 - 8/31/2018, Every day, Daily Average",2433,1735,3411
"1965","Census Tract 701902","798","Census Tract 115201","6/1/2018 - 8/31/2018, Every day, Daily Average",2748,1920,3931
"1965","Census Tract 701902","799","Census Tract 115202","6/1/2018 - 8/31/2018, Every day, Daily Average",2636,1880,3694
"1965","Census Tract 701902","800","Census Tract 115301","6/1/2018 - 8/31/2018, Every day, Daily Average",2779,2042,3780
"1965","Census Tract 701902","802","Census Tract 115401","6/1/2018 - 8/31/2018, Every day, Daily Average",2739,1851,4050
"1965","Census Tract 701902","803","Census Tract 115403","6/1/2018 - 8/31/2018, Every day, Daily Average",2653,1911,3681
"1965","Census Tract 701902","804","Census Tract 115404","6/1/2018 - 8/31/2018, Every day, Daily Average",2579,1930,3444
"1965","Census Tract 701902","805","Census Tract 117101","6/1/2018 - 8/31/2018, Every day, Daily Average",2458,1714,3523
"1965","Census Tract 701902","807","Census Tract 117201","6/1/2018 - 8/31/2018, Every day, Daily Average",1962,1342,2866
"1965","Census Tract 701902","808","Census Tract 117202","6/1/2018 - 8/31/2018, Every day, Daily Average",1915,1312,2794
"1965","Census Tract 701902","809","Census Tract 117301","6/1/2018 - 8/31/2018, Every day, Daily Average",2047,1454,2881
"1965","Census Tract 701902","810","Census Tract 117302","6/1/2018 - 8/31/2018, Every day, Daily Average",2217,1553,3163
"1965","Census Tract 701902","811","Census Tract 117303","6/1/2018 - 8/31/2018, Every day, Daily Average",2096,1463,3002
"1965","Census Tract 701902","812","Census Tract 117404","6/1/2018 - 8/31/2018, Every day, Daily Average",1855,1265,2719
"1965","Census Tract 701902","813","Census Tract 117405","6/1/2018 - 8/31/2018, Every day, Daily Average",1937,1328,2824
"1965","Census Tract 701902","814","Census Tract 117407","6/1/2018 - 8/31/2018, Every day, Daily Average",1899,1303,2767
"1965","Census Tract 701902","815","Census Tract 117408","6/1/2018 - 8/31/2018, Every day, Daily Average",1869,1291,2704
"1965","Census Tract 701902","816","Census Tract 117510","6/1/2018 - 8/31/2018, Every day, Daily Average",2283,1641,3175
"1965","Census Tract 701902","818","Census Tract 117530","6/1/2018 - 8/31/2018, Every day, Daily Average",2087,1485,2932
"1965","Census Tract 701902","819","Census Tract 119001","6/1/2018 - 8/31/2018, Every day, Daily Average",2476,1751,3499
"1965","Census Tract 701902","820","Census Tract 119002","6/1/2018 - 8/31/2018, Every day, Daily Average",2410,1693,3430
"1965","Census Tract 701902","822","Census Tract 119202","6/1/2018 - 8/31/2018, Every day, Daily Average",2274,1598,3234
"1965","Census Tract 701902","825","Census Tract 119340","6/1/2018 - 8/31/2018, Every day, Daily Average",1965,1362,2833
"1965","Census Tract 701902","829","Census Tract 119700","6/1/2018 - 8/31/2018, Every day, Daily Average",2520,1932,3285
"1965","Census Tract 701902","832","Census Tract 120010","6/1/2018 - 8/31/2018, Every day, Daily Average",2095,1483,2958
"1965","Census Tract 701902","833","Census Tract 120020","6/1/2018 - 8/31/2018, Every day, Daily Average",2309,1634,3262
"1965","Census Tract 701902","836","Census Tract 120104","6/1/2018 - 8/31/2018, Every day, Daily Average",2403,1701,3393
"1965","Census Tract 701902","838","Census Tract 120106","6/1/2018 - 8/31/2018, Every day, Daily Average",2266,1641,3127
"1965","Census Tract 701902","840","Census Tract 120108","6/1/2018 - 8/31/2018, Every day, Daily Average",2039,1407,2954
"1965","Census Tract 701902","841","Census Tract 120300","6/1/2018 - 8/31/2018, Every day, Daily Average",2536,1759,3654
"1965","Census Tract 701902","842","Census Tract 120400","6/1/2018 - 8/31/2018, Every day, Daily Average",2538,1779,3620
"1965","Census Tract 701902","843","Census Tract 121010","6/1/2018 - 8/31/2018, Every day, Daily Average",2559,1822,3593
"1965","Census Tract 701902","848","Census Tract 121221","6/1/2018 - 8/31/2018, Every day, Daily Average",2473,1786,3422
"1965","Census Tract 701902","850","Census Tract 121600","6/1/2018 - 8/31/2018, Every day, Daily Average",2905,2065,4086
"1965","Census Tract 701902","852","Census Tract 121802","6/1/2018 - 8/31/2018, Every day, Daily Average",2628,1878,3676
"1965","Census Tract 701902","853","Census Tract 121900","6/1/2018 - 8/31/2018, Every day, Daily Average",2716,1908,3865
"1965","Census Tract 701902","854","Census Tract 122000","6/1/2018 - 8/31/2018, Every day, Daily Average",2632,1882,3680
"1965","Census Tract 701902","857","Census Tract 122122","6/1/2018 - 8/31/2018, Every day, Daily Average",2652,1907,3686
"1965","Census Tract 701902","858","Census Tract 122200","6/1/2018 - 8/31/2018, Every day, Daily Average",2665,1953,3636
"1965","Census Tract 701902","859","Census Tract 122410","6/1/2018 - 8/31/2018, Every day, Daily Average",2886,1865,4463
"1965","Census Tract 701902","863","Census Tract 123103","6/1/2018 - 8/31/2018, Every day, Daily Average",2895,1997,4195
"1965","Census Tract 701902","864","Census Tract 123104","6/1/2018 - 8/31/2018, Every day, Daily Average",2661,1796,3942
"1965","Census Tract 701902","865","Census Tract 123203","6/1/2018 - 8/31/2018, Every day, Daily Average",2887,1913,4354
"1965","Census Tract 701902","866","Census Tract 123204","6/1/2018 - 8/31/2018, Every day, Daily Average",2794,1869,4175
"1965","Census Tract 701902","867","Census Tract 123205","6/1/2018 - 8/31/2018, Every day, Daily Average",3056,1902,4909
"1965","Census Tract 701902","868","Census Tract 123206","6/1/2018 - 8/31/2018, Every day, Daily Average",3037,1570,5873
"1965","Census Tract 701902","869","Census Tract 123301","6/1/2018 - 8/31/2018, Every day, Daily Average",2907,1941,4351
"1965","Census Tract 701902","870","Census Tract 123303","6/1/2018 - 8/31/2018, Every day, Daily Average",2584,1768,3775
"1965","Census Tract 701902","871","Census Tract 123304","6/1/2018 - 8/31/2018, Every day, Daily Average",2841,1929,4182
"1965","Census Tract 701902","872","Census Tract 123410","6/1/2018 - 8/31/2018, Every day, Daily Average",2656,1858,3795
"1965","Census Tract 701902","873","Census Tract 123420","6/1/2018 - 8/31/2018, Every day, Daily Average",2647,1806,3877
"1965","Census Tract 701902","874","Census Tract 123510","6/1/2018 - 8/31/2018, Every day, Daily Average",2699,1882,3869
"1965","Census Tract 701902","875","Census Tract 123520","6/1/2018 - 8/31/2018, Every day, Daily Average",2671,1896,3761
"1965","Census Tract 701902","876","Census Tract 123601","6/1/2018 - 8/31/2018, Every day, Daily Average",2514,1671,3780
"1965","Census Tract 701902","877","Census Tract 123602","6/1/2018 - 8/31/2018, Every day, Daily Average",2588,1804,3710
"1965","Census Tract 701902","878","Census Tract 123700","6/1/2018 - 8/31/2018, Every day, Daily Average",2589,1750,3829
"1965","Census Tract 701902","879","Census Tract 123800","6/1/2018 - 8/31/2018, Every day, Daily Average",2735,1856,4028
"1965","Census Tract 701902","880","Census Tract 123901","6/1/2018 - 8/31/2018, Every day, Daily Average",2717,1861,3966
"1965","Census Tract 701902","881","Census Tract 123902","6/1/2018 - 8/31/2018, Every day, Daily Average",2787,1895,4097
"1965","Census Tract 701902","882","Census Tract 124000","6/1/2018 - 8/31/2018, Every day, Daily Average",2554,1662,3923
"1965","Census Tract 701902","883","Census Tract 124102","6/1/2018 - 8/31/2018, Every day, Daily Average",2848,1977,4101
"1965","Census Tract 701902","885","Census Tract 124104","6/1/2018 - 8/31/2018, Every day, Daily Average",2805,1987,3957
"1965","Census Tract 701902","886","Census Tract 124105","6/1/2018 - 8/31/2018, Every day, Daily Average",2910,2069,4092
"1965","Census Tract 701902","887","Census Tract 124201","6/1/2018 - 8/31/2018, Every day, Daily Average",2812,1965,4023
"1965","Census Tract 701902","888","Census Tract 124203","6/1/2018 - 8/31/2018, Every day, Daily Average",2765,1780,4294
"1965","Census Tract 701902","889","Census Tract 124204","6/1/2018 - 8/31/2018, Every day, Daily Average",2782,1835,4217
"1965","Census Tract 701902","890","Census Tract 124300","6/1/2018 - 8/31/2018, Every day, Daily Average",2594,1748,3847
"1965","Census Tract 701902","891","Census Tract 124400","6/1/2018 - 8/31/2018, Every day, Daily Average",2525,1678,3799
"1965","Census Tract 701902","892","Census Tract 124500","6/1/2018 - 8/31/2018, Every day, Daily Average",2549,1723,3770
"1965","Census Tract 701902","893","Census Tract 124600","6/1/2018 - 8/31/2018, Every day, Daily Average",1865,1226,2836
"1965","Census Tract 701902","894","Census Tract 124700","6/1/2018 - 8/31/2018, Every day, Daily Average",1931,1278,2916
"1965","Census Tract 701902","895","Census Tract 124902","6/1/2018 - 8/31/2018, Every day, Daily Average",2713,1833,4014
"1965","Census Tract 701902","896","Census Tract 124903","6/1/2018 - 8/31/2018, Every day, Daily Average",2710,1783,4117
"1965","Census Tract 701902","897","Census Tract 125100","6/1/2018 - 8/31/2018, Every day, Daily Average",2741,1841,4080
"1965","Census Tract 701902","898","Census Tract 125200","6/1/2018 - 8/31/2018, Every day, Daily Average",2743,1838,4092
"1965","Census Tract 701902","899","Census Tract 125310","6/1/2018 - 8/31/2018, Every day, Daily Average",2623,1769,3887
"1965","Census Tract 701902","900","Census Tract 125320","6/1/2018 - 8/31/2018, Every day, Daily Average",2617,1743,3927
"1965","Census Tract 701902","901","Census Tract 125401","6/1/2018 - 8/31/2018, Every day, Daily Average",2575,1670,3968
"1965","Census Tract 701902","902","Census Tract 125402","6/1/2018 - 8/31/2018, Every day, Daily Average",2335,1532,3556
"1965","Census Tract 701902","903","Census Tract 125501","6/1/2018 - 8/31/2018, Every day, Daily Average",2631,1756,3940
"1965","Census Tract 701902","904","Census Tract 125502","6/1/2018 - 8/31/2018, Every day, Daily Average",2386,1576,3610
"1965","Census Tract 701902","905","Census Tract 125600","6/1/2018 - 8/31/2018, Every day, Daily Average",2403,1607,3592
"1965","Census Tract 701902","906","Census Tract 127102","6/1/2018 - 8/31/2018, Every day, Daily Average",2279,1590,3266
"1965","Census Tract 701902","907","Census Tract 127103","6/1/2018 - 8/31/2018, Every day, Daily Average",2348,1737,3173
"1965","Census Tract 701902","908","Census Tract 127104","6/1/2018 - 8/31/2018, Every day, Daily Average",2281,1623,3204
"1965","Census Tract 701902","909","Census Tract 127210","6/1/2018 - 8/31/2018, Every day, Daily Average",2007,1370,2938
"1965","Census Tract 701902","910","Census Tract 127220","6/1/2018 - 8/31/2018, Every day, Daily Average",2012,1406,2879
"1965","Census Tract 701902","911","Census Tract 127300","6/1/2018 - 8/31/2018, Every day, Daily Average",1765,1202,2591
"1965","Census Tract 701902","912","Census Tract 127400","6/1/2018 - 8/31/2018, Every day, Daily Average",1787,1213,2632
"1965","Census Tract 701902","913","Census Tract 127520","6/1/2018 - 8/31/2018, Every day, Daily Average",1850,1272,2690
"1965","Census Tract 701902","914","Census Tract 127603","6/1/2018 - 8/31/2018, Every day, Daily Average",1716,1152,2555
"1965","Census Tract 701902","915","Census Tract 127604","6/1/2018 - 8/31/2018, Every day, Daily Average",1735,1162,2588
"1965","Census Tract 701902","916","Census Tract 127605","6/1/2018 - 8/31/2018, Every day, Daily Average",2185,1407,3391
"1965","Census Tract 701902","917","Census Tract 127606","6/1/2018 - 8/31/2018, Every day, Daily Average",1702,1134,2553
"1965","Census Tract 701902","918","Census Tract 127711","6/1/2018 - 8/31/2018, Every day, Daily Average",1746,1158,2631
"1965","Census Tract 701902","919","Census Tract 127712","6/1/2018 - 8/31/2018, Every day, Daily Average",1722,1169,2536
"1965","Census Tract 701902","920","Census Tract 127803","6/1/2018 - 8/31/2018, Every day, Daily Average",2044,1412,2956
"1965","Census Tract 701902","921","Census Tract 127804","6/1/2018 - 8/31/2018, Every day, Daily Average",2351,1505,3671
"1965","Census Tract 701902","922","Census Tract 127805","6/1/2018 - 8/31/2018, Every day, Daily Average",2343,1538,3569
"1965","Census Tract 701902","923","Census Tract 127806","6/1/2018 - 8/31/2018, Every day, Daily Average",2176,1434,3300
"1965","Census Tract 701902","924","Census Tract 127910","6/1/2018 - 8/31/2018, Every day, Daily Average",2225,1543,3206
"1965","Census Tract 701902","925","Census Tract 127920","6/1/2018 - 8/31/2018, Every day, Daily Average",2540,1711,3769
"1965","Census Tract 701902","926","Census Tract 128101","6/1/2018 - 8/31/2018, Every day, Daily Average",2628,1748,3950
"1965","Census Tract 701902","927","Census Tract 128102","6/1/2018 - 8/31/2018, Every day, Daily Average",2344,1576,3485
"1965","Census Tract 701902","928","Census Tract 128210","6/1/2018 - 8/31/2018, Every day, Daily Average",2238,1521,3290
"1965","Census Tract 701902","929","Census Tract 128220","6/1/2018 - 8/31/2018, Every day, Daily Average",2515,1740,3633
"1965","Census Tract 701902","930","Census Tract 128302","6/1/2018 - 8/31/2018, Every day, Daily Average",2093,1344,3257
"1965","Census Tract 701902","931","Census Tract 128303","6/1/2018 - 8/31/2018, Every day, Daily Average",2239,1463,3425
"1965","Census Tract 701902","932","Census Tract 128400","6/1/2018 - 8/31/2018, Every day, Daily Average",1752,1139,2693
"1965","Census Tract 701902","933","Census Tract 128500","6/1/2018 - 8/31/2018, Every day, Daily Average",2459,1617,3739
"1965","Census Tract 701902","934","Census Tract 128601","6/1/2018 - 8/31/2018, Every day, Daily Average",2438,1650,3600
"1965","Census Tract 701902","935","Census Tract 128602","6/1/2018 - 8/31/2018, Every day, Daily Average",2604,1751,3871
"1965","Census Tract 701902","936","Census Tract 128702","6/1/2018 - 8/31/2018, Every day, Daily Average",1781,1164,2723
"1965","Census Tract 701902","937","Census Tract 128801","6/1/2018 - 8/31/2018, Every day, Daily Average",1696,1102,2608
"1965","Census Tract 701902","938","Census Tract 128802","6/1/2018 - 8/31/2018, Every day, Daily Average",2398,1502,3828
"1965","Census Tract 701902","939","Census Tract 128910","6/1/2018 - 8/31/2018, Every day, Daily Average",1616,1049,2487
"1965","Census Tract 701902","940","Census Tract 131010","6/1/2018 - 8/31/2018, Every day, Daily Average",2624,1766,3898
"1965","Census Tract 701902","941","Census Tract 131020","6/1/2018 - 8/31/2018, Every day, Daily Average",2250,1586,3190
"1965","Census Tract 701902","942","Census Tract 131100","6/1/2018 - 8/31/2018, Every day, Daily Average",2885,1903,4371
"1965","Census Tract 701902","944","Census Tract 131300","6/1/2018 - 8/31/2018, Every day, Daily Average",3037,2102,4386
"1965","Census Tract 701902","945","Census Tract 131400","6/1/2018 - 8/31/2018, Every day, Daily Average",2846,1949,4153
"1965","Census Tract 701902","946","Census Tract 131600","6/1/2018 - 8/31/2018, Every day, Daily Average",2594,1813,3710
"1965","Census Tract 701902","947","Census Tract 131701","6/1/2018 - 8/31/2018, Every day, Daily Average",2612,1819,3750
"1965","Census Tract 701902","948","Census Tract 131702","6/1/2018 - 8/31/2018, Every day, Daily Average",2433,1709,3462
"1965","Census Tract 701902","949","Census Tract 131800","6/1/2018 - 8/31/2018, Every day, Daily Average",2591,1757,3820
"1965","Census Tract 701902","950","Census Tract 131900","6/1/2018 - 8/31/2018, Every day, Daily Average",2565,1765,3726
"1965","Census Tract 701902","951","Census Tract 132001","6/1/2018 - 8/31/2018, Every day, Daily Average",2302,1551,3414
"1965","Census Tract 701902","952","Census Tract 132002","6/1/2018 - 8/31/2018, Every day, Daily Average",2331,1567,3467
"1965","Census Tract 701902","953","Census Tract 132101","6/1/2018 - 8/31/2018, Every day, Daily Average",2275,1501,3447
"1965","Census Tract 701902","954","Census Tract 132102","6/1/2018 - 8/31/2018, Every day, Daily Average",2372,1628,3454
"1965","Census Tract 701902","955","Census Tract 132300","6/1/2018 - 8/31/2018, Every day, Daily Average",2324,1586,3404
"1965","Census Tract 701902","956","Census Tract 132501","6/1/2018 - 8/31/2018, Every day, Daily Average",2396,1664,3449
"1965","Census Tract 701902","957","Census Tract 132502","6/1/2018 - 8/31/2018, Every day, Daily Average",2275,1571,3293
"1965","Census Tract 701902","958","Census Tract 132700","6/1/2018 - 8/31/2018, Every day, Daily Average",2273,1519,3400
"1965","Census Tract 701902","959","Census Tract 132900","6/1/2018 - 8/31/2018, Every day, Daily Average",2151,1405,3291
"1965","Census Tract 701902","960","Census Tract 133000","6/1/2018 - 8/31/2018, Every day, Daily Average",2294,1621,3245
"1965","Census Tract 701902","961","Census Tract 133100","6/1/2018 - 8/31/2018, Every day, Daily Average",2141,1465,3126
"1965","Census Tract 701902","963","Census Tract 134002","6/1/2018 - 8/31/2018, Every day, Daily Average",2546,1871,3464
"1965","Census Tract 701902","964","Census Tract 134101","6/1/2018 - 8/31/2018, Every day, Daily Average",2791,1930,4035
"1965","Census Tract 701902","969","Census Tract 134303","6/1/2018 - 8/31/2018, Every day, Daily Average",2738,2014,3721
