"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"1556","Census Tract 267800","98","Census Tract 554301","6/1/2018 - 8/31/2018, Every day, Daily Average",3279,2247,4784
"1556","Census Tract 267800","99","Census Tract 554302","6/1/2018 - 8/31/2018, Every day, Daily Average",3468,2583,4654
"1556","Census Tract 267800","100","Census Tract 554403","6/1/2018 - 8/31/2018, Every day, Daily Average",3359,2319,4863
"1556","Census Tract 267800","101","Census Tract 554404","6/1/2018 - 8/31/2018, Every day, Daily Average",3389,2338,4910
"1556","Census Tract 267800","102","Census Tract 554405","6/1/2018 - 8/31/2018, Every day, Daily Average",3436,2359,5003
"1556","Census Tract 267800","103","Census Tract 554406","6/1/2018 - 8/31/2018, Every day, Daily Average",3463,2377,5043
"1556","Census Tract 267800","113","Census Tract 700600","6/1/2018 - 8/31/2018, Every day, Daily Average",920,670,1261
"1556","Census Tract 267800","114","Census Tract 700700","6/1/2018 - 8/31/2018, Every day, Daily Average",687,485,972
"1556","Census Tract 267800","115","Census Tract 700801","6/1/2018 - 8/31/2018, Every day, Daily Average",778,566,1068
"1556","Census Tract 267800","116","Census Tract 700802","6/1/2018 - 8/31/2018, Every day, Daily Average",1023,715,1463
"1556","Census Tract 267800","117","Census Tract 700901","6/1/2018 - 8/31/2018, Every day, Daily Average",793,528,1188
"1556","Census Tract 267800","118","Census Tract 700902","6/1/2018 - 8/31/2018, Every day, Daily Average",628,420,937
"1556","Census Tract 267800","119","Census Tract 701000","6/1/2018 - 8/31/2018, Every day, Daily Average",495,325,752
"1556","Census Tract 267800","126","Census Tract 310400","6/1/2018 - 8/31/2018, Every day, Daily Average",2055,1523,2771
"1556","Census Tract 267800","127","Census Tract 310501","6/1/2018 - 8/31/2018, Every day, Daily Average",2171,1550,3040
"1556","Census Tract 267800","128","Census Tract 310601","6/1/2018 - 8/31/2018, Every day, Daily Average",2333,1707,3188
"1556","Census Tract 267800","129","Census Tract 310602","6/1/2018 - 8/31/2018, Every day, Daily Average",2670,1921,3709
"1556","Census Tract 267800","130","Census Tract 310701","6/1/2018 - 8/31/2018, Every day, Daily Average",2442,1796,3319
"1556","Census Tract 267800","131","Census Tract 310702","6/1/2018 - 8/31/2018, Every day, Daily Average",2400,1698,3391
"1556","Census Tract 267800","132","Census Tract 310703","6/1/2018 - 8/31/2018, Every day, Daily Average",2245,1588,3172
"1556","Census Tract 267800","133","Census Tract 310800","6/1/2018 - 8/31/2018, Every day, Daily Average",2307,1580,3366
"1556","Census Tract 267800","134","Census Tract 310900","6/1/2018 - 8/31/2018, Every day, Daily Average",2339,1686,3243
"1556","Census Tract 267800","135","Census Tract 311000","6/1/2018 - 8/31/2018, Every day, Daily Average",2080,1450,2982
"1556","Census Tract 267800","136","Census Tract 311100","6/1/2018 - 8/31/2018, Every day, Daily Average",2037,1441,2877
"1556","Census Tract 267800","137","Census Tract 311200","6/1/2018 - 8/31/2018, Every day, Daily Average",1915,1327,2762
"1556","Census Tract 267800","138","Census Tract 311300","6/1/2018 - 8/31/2018, Every day, Daily Average",1987,1367,2887
"1556","Census Tract 267800","139","Census Tract 311400","6/1/2018 - 8/31/2018, Every day, Daily Average",1765,1192,2613
"1556","Census Tract 267800","140","Census Tract 311500","6/1/2018 - 8/31/2018, Every day, Daily Average",1886,1263,2814
"1556","Census Tract 267800","141","Census Tract 311600","6/1/2018 - 8/31/2018, Every day, Daily Average",1669,1146,2430
"1556","Census Tract 267800","142","Census Tract 311700","6/1/2018 - 8/31/2018, Every day, Daily Average",1767,1215,2568
"1556","Census Tract 267800","143","Census Tract 311801","6/1/2018 - 8/31/2018, Every day, Daily Average",2166,1529,3066
"1556","Census Tract 267800","144","Census Tract 311802","6/1/2018 - 8/31/2018, Every day, Daily Average",2334,1614,3373
"1556","Census Tract 267800","145","Census Tract 980001","6/1/2018 - 8/31/2018, Every day, Daily Average",2126,1541,2931
"1556","Census Tract 267800","146","Census Tract 800101","6/1/2018 - 8/31/2018, Every day, Daily Average",1916,1411,2600
"1556","Census Tract 267800","148","Census Tract 800202","6/1/2018 - 8/31/2018, Every day, Daily Average",2080,1514,2856
"1556","Census Tract 267800","149","Census Tract 800204","6/1/2018 - 8/31/2018, Every day, Daily Average",1877,1333,2641
"1556","Census Tract 267800","151","Census Tract 541002","6/1/2018 - 8/31/2018, Every day, Daily Average",2709,1875,3912
"1556","Census Tract 267800","152","Census Tract 543100","6/1/2018 - 8/31/2018, Every day, Daily Average",2722,1914,3870
"1556","Census Tract 267800","155","Census Tract 543306","6/1/2018 - 8/31/2018, Every day, Daily Average",2731,1687,4420
"1556","Census Tract 267800","156","Census Tract 543321","6/1/2018 - 8/31/2018, Every day, Daily Average",2917,2003,4247
"1556","Census Tract 267800","158","Census Tract 543400","6/1/2018 - 8/31/2018, Every day, Daily Average",2442,1542,3866
"1556","Census Tract 267800","159","Census Tract 543501","6/1/2018 - 8/31/2018, Every day, Daily Average",2077,1360,3171
"1556","Census Tract 267800","165","Census Tract 543801","6/1/2018 - 8/31/2018, Every day, Daily Average",2148,1394,3308
"1556","Census Tract 267800","167","Census Tract 543903","6/1/2018 - 8/31/2018, Every day, Daily Average",2293,1496,3513
"1556","Census Tract 267800","170","Census Tract 544002","6/1/2018 - 8/31/2018, Every day, Daily Average",2742,1815,4140
"1556","Census Tract 267800","171","Census Tract 572301","6/1/2018 - 8/31/2018, Every day, Daily Average",2445,1606,3721
"1556","Census Tract 267800","172","Census Tract 980002","6/1/2018 - 8/31/2018, Every day, Daily Average",2392,1565,3654
"1556","Census Tract 267800","175","Census Tract 554512","6/1/2018 - 8/31/2018, Every day, Daily Average",3324,2321,4759
"1556","Census Tract 267800","177","Census Tract 554514","6/1/2018 - 8/31/2018, Every day, Daily Average",3269,2267,4712
"1556","Census Tract 267800","180","Census Tract 554517","6/1/2018 - 8/31/2018, Every day, Daily Average",3335,2336,4760
"1556","Census Tract 267800","181","Census Tract 554518","6/1/2018 - 8/31/2018, Every day, Daily Average",3345,2345,4771
"1556","Census Tract 267800","183","Census Tract 554521","6/1/2018 - 8/31/2018, Every day, Daily Average",3209,2187,4708
"1556","Census Tract 267800","186","Census Tract 532302","6/1/2018 - 8/31/2018, Every day, Daily Average",2096,1367,3211
"1556","Census Tract 267800","187","Census Tract 532303","6/1/2018 - 8/31/2018, Every day, Daily Average",2291,1486,3530
"1556","Census Tract 267800","188","Census Tract 532304","6/1/2018 - 8/31/2018, Every day, Daily Average",2237,1491,3355
"1556","Census Tract 267800","205","Census Tract 542200","6/1/2018 - 8/31/2018, Every day, Daily Average",2983,1998,4452
"1556","Census Tract 267800","207","Census Tract 542402","6/1/2018 - 8/31/2018, Every day, Daily Average",3289,2297,4708
"1556","Census Tract 267800","218","Census Tract 543202","6/1/2018 - 8/31/2018, Every day, Daily Average",2974,2062,4288
"1556","Census Tract 267800","219","Census Tract 543305","6/1/2018 - 8/31/2018, Every day, Daily Average",3048,2108,4406
"1556","Census Tract 267800","220","Census Tract 543321","6/1/2018 - 8/31/2018, Every day, Daily Average",2919,2029,4197
"1556","Census Tract 267800","245","Census Tract 702400","6/1/2018 - 8/31/2018, Every day, Daily Average",934,612,1423
"1556","Census Tract 267800","246","Census Tract 702501","6/1/2018 - 8/31/2018, Every day, Daily Average",758,539,1065
"1556","Census Tract 267800","247","Census Tract 702502","6/1/2018 - 8/31/2018, Every day, Daily Average",1001,710,1409
"1556","Census Tract 267800","248","Census Tract 702600","6/1/2018 - 8/31/2018, Every day, Daily Average",781,489,1246
"1556","Census Tract 267800","249","Census Tract 702700","6/1/2018 - 8/31/2018, Every day, Daily Average",797,558,1136
"1556","Census Tract 267800","250","Census Tract 702801","6/1/2018 - 8/31/2018, Every day, Daily Average",600,412,872
"1556","Census Tract 267800","251","Census Tract 702802","6/1/2018 - 8/31/2018, Every day, Daily Average",590,374,928
"1556","Census Tract 267800","252","Census Tract 702803","6/1/2018 - 8/31/2018, Every day, Daily Average",948,685,1311
"1556","Census Tract 267800","253","Census Tract 703001","6/1/2018 - 8/31/2018, Every day, Daily Average",914,569,1466
"1556","Census Tract 267800","254","Census Tract 403303","6/1/2018 - 8/31/2018, Every day, Daily Average",3651,2389,5577
"1556","Census Tract 267800","263","Census Tract 550300","6/1/2018 - 8/31/2018, Every day, Daily Average",2349,1806,3054
"1556","Census Tract 267800","264","Census Tract 550400","6/1/2018 - 8/31/2018, Every day, Daily Average",2582,1756,3796
"1556","Census Tract 267800","265","Census Tract 550500","6/1/2018 - 8/31/2018, Every day, Daily Average",2359,1606,3463
"1556","Census Tract 267800","266","Census Tract 550601","6/1/2018 - 8/31/2018, Every day, Daily Average",2315,1556,3443
"1556","Census Tract 267800","268","Census Tract 550700","6/1/2018 - 8/31/2018, Every day, Daily Average",2260,1517,3365
"1556","Census Tract 267800","283","Census Tract 551700","6/1/2018 - 8/31/2018, Every day, Daily Average",2791,1800,4326
"1556","Census Tract 267800","284","Census Tract 551800","6/1/2018 - 8/31/2018, Every day, Daily Average",2794,1828,4269
"1556","Census Tract 267800","285","Census Tract 553400","6/1/2018 - 8/31/2018, Every day, Daily Average",2702,1762,4143
"1556","Census Tract 267800","300","Census Tract 432700","6/1/2018 - 8/31/2018, Every day, Daily Average",2885,1960,4246
"1556","Census Tract 267800","304","Census Tract 433101","6/1/2018 - 8/31/2018, Every day, Daily Average",2731,1868,3992
"1556","Census Tract 267800","306","Census Tract 433200","6/1/2018 - 8/31/2018, Every day, Daily Average",2860,1961,4169
"1556","Census Tract 267800","307","Census Tract 433302","6/1/2018 - 8/31/2018, Every day, Daily Average",2814,1990,3977
"1556","Census Tract 267800","308","Census Tract 433304","6/1/2018 - 8/31/2018, Every day, Daily Average",2887,1963,4244
"1556","Census Tract 267800","309","Census Tract 433305","6/1/2018 - 8/31/2018, Every day, Daily Average",2986,2000,4457
"1556","Census Tract 267800","314","Census Tract 433403","6/1/2018 - 8/31/2018, Every day, Daily Average",2776,1949,3952
"1556","Census Tract 267800","321","Census Tract 620001","6/1/2018 - 8/31/2018, Every day, Daily Average",1750,1212,2526
"1556","Census Tract 267800","322","Census Tract 620002","6/1/2018 - 8/31/2018, Every day, Daily Average",1921,1365,2702
"1556","Census Tract 267800","323","Census Tract 620101","6/1/2018 - 8/31/2018, Every day, Daily Average",1702,1235,2345
"1556","Census Tract 267800","324","Census Tract 620102","6/1/2018 - 8/31/2018, Every day, Daily Average",1800,1311,2470
"1556","Census Tract 267800","325","Census Tract 980013","6/1/2018 - 8/31/2018, Every day, Daily Average",1660,1119,2460
"1556","Census Tract 267800","326","Census Tract 980030","6/1/2018 - 8/31/2018, Every day, Daily Average",1963,1410,2731
"1556","Census Tract 267800","328","Census Tract 602600","6/1/2018 - 8/31/2018, Every day, Daily Average",2326,1513,3574
"1556","Census Tract 267800","329","Census Tract 602900","6/1/2018 - 8/31/2018, Every day, Daily Average",2657,1766,3995
"1556","Census Tract 267800","330","Census Tract 603001","6/1/2018 - 8/31/2018, Every day, Daily Average",2848,1989,4076
"1556","Census Tract 267800","334","Census Tract 603101","6/1/2018 - 8/31/2018, Every day, Daily Average",2694,1921,3776
"1556","Census Tract 267800","336","Census Tract 603200","6/1/2018 - 8/31/2018, Every day, Daily Average",2536,1914,3359
"1556","Census Tract 267800","337","Census Tract 603301","6/1/2018 - 8/31/2018, Every day, Daily Average",2354,1624,3411
"1556","Census Tract 267800","339","Census Tract 603400","6/1/2018 - 8/31/2018, Every day, Daily Average",2393,1640,3491
"1556","Census Tract 267800","340","Census Tract 603500","6/1/2018 - 8/31/2018, Every day, Daily Average",2380,1659,3412
"1556","Census Tract 267800","341","Census Tract 603600","6/1/2018 - 8/31/2018, Every day, Daily Average",2083,1412,3070
"1556","Census Tract 267800","343","Census Tract 300400","6/1/2018 - 8/31/2018, Every day, Daily Average",2365,1829,3057
"1556","Census Tract 267800","348","Census Tract 300800","6/1/2018 - 8/31/2018, Every day, Daily Average",2334,1671,3259
"1556","Census Tract 267800","349","Census Tract 300901","6/1/2018 - 8/31/2018, Every day, Daily Average",2169,1553,3028
"1556","Census Tract 267800","350","Census Tract 300902","6/1/2018 - 8/31/2018, Every day, Daily Average",2024,1448,2828
"1556","Census Tract 267800","351","Census Tract 301000","6/1/2018 - 8/31/2018, Every day, Daily Average",2251,1533,3305
"1556","Census Tract 267800","354","Census Tract 301204","6/1/2018 - 8/31/2018, Every day, Daily Average",1999,1390,2874
"1556","Census Tract 267800","356","Census Tract 301206","6/1/2018 - 8/31/2018, Every day, Daily Average",2157,1489,3122
"1556","Census Tract 267800","360","Census Tract 301502","6/1/2018 - 8/31/2018, Every day, Daily Average",2600,1731,3903
"1556","Census Tract 267800","361","Census Tract 301601","6/1/2018 - 8/31/2018, Every day, Daily Average",1958,1330,2882
"1556","Census Tract 267800","362","Census Tract 301602","6/1/2018 - 8/31/2018, Every day, Daily Average",2173,1494,3160
"1556","Census Tract 267800","363","Census Tract 301701","6/1/2018 - 8/31/2018, Every day, Daily Average",2001,1353,2959
"1556","Census Tract 267800","364","Census Tract 301702","6/1/2018 - 8/31/2018, Every day, Daily Average",1872,1298,2698
"1556","Census Tract 267800","365","Census Tract 301801","6/1/2018 - 8/31/2018, Every day, Daily Average",1988,1370,2883
"1556","Census Tract 267800","366","Census Tract 301802","6/1/2018 - 8/31/2018, Every day, Daily Average",2132,1526,2978
"1556","Census Tract 267800","367","Census Tract 301900","6/1/2018 - 8/31/2018, Every day, Daily Average",2107,1449,3062
"1556","Census Tract 267800","368","Census Tract 302002","6/1/2018 - 8/31/2018, Every day, Daily Average",2076,1510,2853
"1556","Census Tract 267800","371","Census Tract 302102","6/1/2018 - 8/31/2018, Every day, Daily Average",2563,1744,3764
"1556","Census Tract 267800","373","Census Tract 302104","6/1/2018 - 8/31/2018, Every day, Daily Average",2254,1532,3315
"1556","Census Tract 267800","374","Census Tract 302201","6/1/2018 - 8/31/2018, Every day, Daily Average",2475,1739,3521
"1556","Census Tract 267800","376","Census Tract 302301","6/1/2018 - 8/31/2018, Every day, Daily Average",2403,1676,3443
"1556","Census Tract 267800","377","Census Tract 302302","6/1/2018 - 8/31/2018, Every day, Daily Average",2419,1657,3530
"1556","Census Tract 267800","378","Census Tract 302401","6/1/2018 - 8/31/2018, Every day, Daily Average",2651,1877,3742
"1556","Census Tract 267800","381","Census Tract 302505","6/1/2018 - 8/31/2018, Every day, Daily Average",2682,1922,3740
"1556","Census Tract 267800","404","Census Tract 600502","6/1/2018 - 8/31/2018, Every day, Daily Average",1830,1159,2887
"1556","Census Tract 267800","405","Census Tract 601600","6/1/2018 - 8/31/2018, Every day, Daily Average",1378,891,2130
"1556","Census Tract 267800","406","Census Tract 601700","6/1/2018 - 8/31/2018, Every day, Daily Average",1491,949,2340
"1556","Census Tract 267800","407","Census Tract 602002","6/1/2018 - 8/31/2018, Every day, Daily Average",1703,1074,2698
"1556","Census Tract 267800","408","Census Tract 602103","6/1/2018 - 8/31/2018, Every day, Daily Average",1495,961,2325
"1556","Census Tract 267800","409","Census Tract 602104","6/1/2018 - 8/31/2018, Every day, Daily Average",1665,1053,2630
"1556","Census Tract 267800","410","Census Tract 602105","6/1/2018 - 8/31/2018, Every day, Daily Average",2089,1431,3048
"1556","Census Tract 267800","411","Census Tract 602106","6/1/2018 - 8/31/2018, Every day, Daily Average",1952,1406,2709
"1556","Census Tract 267800","412","Census Tract 602200","6/1/2018 - 8/31/2018, Every day, Daily Average",1459,931,2284
"1556","Census Tract 267800","413","Census Tract 602301","6/1/2018 - 8/31/2018, Every day, Daily Average",1926,1271,2917
"1556","Census Tract 267800","414","Census Tract 602302","6/1/2018 - 8/31/2018, Every day, Daily Average",1389,912,2115
"1556","Census Tract 267800","415","Census Tract 602402","6/1/2018 - 8/31/2018, Every day, Daily Average",2087,1433,3038
"1556","Census Tract 267800","416","Census Tract 602403","6/1/2018 - 8/31/2018, Every day, Daily Average",2142,1447,3169
"1556","Census Tract 267800","417","Census Tract 602404","6/1/2018 - 8/31/2018, Every day, Daily Average",2202,1530,3167
"1556","Census Tract 267800","419","Census Tract 602505","6/1/2018 - 8/31/2018, Every day, Daily Average",2070,1402,3054
"1556","Census Tract 267800","420","Census Tract 602506","6/1/2018 - 8/31/2018, Every day, Daily Average",2092,1416,3089
"1556","Census Tract 267800","421","Census Tract 602507","6/1/2018 - 8/31/2018, Every day, Daily Average",2108,1452,3058
"1556","Census Tract 267800","422","Census Tract 602508","6/1/2018 - 8/31/2018, Every day, Daily Average",2099,1425,3089
"1556","Census Tract 267800","423","Census Tract 602509","6/1/2018 - 8/31/2018, Every day, Daily Average",1816,1155,2853
"1556","Census Tract 267800","424","Census Tract 602700","6/1/2018 - 8/31/2018, Every day, Daily Average",1919,1221,3016
"1556","Census Tract 267800","425","Census Tract 603702","6/1/2018 - 8/31/2018, Every day, Daily Average",2240,1537,3262
"1556","Census Tract 267800","426","Census Tract 603703","6/1/2018 - 8/31/2018, Every day, Daily Average",2384,1693,3355
"1556","Census Tract 267800","427","Census Tract 603704","6/1/2018 - 8/31/2018, Every day, Daily Average",2287,1616,3235
"1556","Census Tract 267800","429","Census Tract 621001","6/1/2018 - 8/31/2018, Every day, Daily Average",2259,1545,3301
"1556","Census Tract 267800","430","Census Tract 621002","6/1/2018 - 8/31/2018, Every day, Daily Average",2650,2053,3419
"1556","Census Tract 267800","431","Census Tract 621004","6/1/2018 - 8/31/2018, Every day, Daily Average",2554,1861,3503
"1556","Census Tract 267800","432","Census Tract 621102","6/1/2018 - 8/31/2018, Every day, Daily Average",2166,1472,3185
"1556","Census Tract 267800","433","Census Tract 621104","6/1/2018 - 8/31/2018, Every day, Daily Average",2547,1742,3723
"1556","Census Tract 267800","434","Census Tract 800203","6/1/2018 - 8/31/2018, Every day, Daily Average",1859,1347,2565
"1556","Census Tract 267800","455","Census Tract 403303","6/1/2018 - 8/31/2018, Every day, Daily Average",3605,2358,5510
"1556","Census Tract 267800","465","Census Tract 408211","6/1/2018 - 8/31/2018, Every day, Daily Average",3706,2386,5756
"1556","Census Tract 267800","466","Census Tract 408212","6/1/2018 - 8/31/2018, Every day, Daily Average",3766,2416,5870
"1556","Census Tract 267800","468","Census Tract 408302","6/1/2018 - 8/31/2018, Every day, Daily Average",2616,1817,3764
"1556","Census Tract 267800","471","Census Tract 408402","6/1/2018 - 8/31/2018, Every day, Daily Average",3088,1949,4891
"1556","Census Tract 267800","476","Census Tract 600501","6/1/2018 - 8/31/2018, Every day, Daily Average",2311,1546,3453
"1556","Census Tract 267800","477","Census Tract 600502","6/1/2018 - 8/31/2018, Every day, Daily Average",2037,1368,3031
"1556","Census Tract 267800","478","Census Tract 600601","6/1/2018 - 8/31/2018, Every day, Daily Average",2361,1671,3334
"1556","Census Tract 267800","479","Census Tract 600602","6/1/2018 - 8/31/2018, Every day, Daily Average",2206,1551,3135
"1556","Census Tract 267800","480","Census Tract 600702","6/1/2018 - 8/31/2018, Every day, Daily Average",2116,1460,3066
"1556","Census Tract 267800","481","Census Tract 600703","6/1/2018 - 8/31/2018, Every day, Daily Average",2070,1446,2962
"1556","Census Tract 267800","482","Census Tract 600704","6/1/2018 - 8/31/2018, Every day, Daily Average",2228,1550,3201
"1556","Census Tract 267800","483","Census Tract 600801","6/1/2018 - 8/31/2018, Every day, Daily Average",2281,1585,3281
"1556","Census Tract 267800","484","Census Tract 600802","6/1/2018 - 8/31/2018, Every day, Daily Average",2010,1369,2950
"1556","Census Tract 267800","485","Census Tract 600902","6/1/2018 - 8/31/2018, Every day, Daily Average",1752,1221,2512
"1556","Census Tract 267800","486","Census Tract 600911","6/1/2018 - 8/31/2018, Every day, Daily Average",1820,1270,2606
"1556","Census Tract 267800","487","Census Tract 600912","6/1/2018 - 8/31/2018, Every day, Daily Average",1885,1311,2708
"1556","Census Tract 267800","488","Census Tract 601001","6/1/2018 - 8/31/2018, Every day, Daily Average",1773,1205,2608
"1556","Census Tract 267800","489","Census Tract 601002","6/1/2018 - 8/31/2018, Every day, Daily Average",1979,1383,2831
"1556","Census Tract 267800","490","Census Tract 601100","6/1/2018 - 8/31/2018, Every day, Daily Average",1931,1309,2846
"1556","Census Tract 267800","491","Census Tract 601202","6/1/2018 - 8/31/2018, Every day, Daily Average",1756,1180,2612
"1556","Census Tract 267800","492","Census Tract 601211","6/1/2018 - 8/31/2018, Every day, Daily Average",1595,1057,2404
"1556","Census Tract 267800","493","Census Tract 601212","6/1/2018 - 8/31/2018, Every day, Daily Average",1892,1312,2726
"1556","Census Tract 267800","494","Census Tract 601301","6/1/2018 - 8/31/2018, Every day, Daily Average",1735,1171,2569
"1556","Census Tract 267800","495","Census Tract 601302","6/1/2018 - 8/31/2018, Every day, Daily Average",1084,686,1712
"1556","Census Tract 267800","496","Census Tract 601303","6/1/2018 - 8/31/2018, Every day, Daily Average",1626,1086,2433
"1556","Census Tract 267800","497","Census Tract 601401","6/1/2018 - 8/31/2018, Every day, Daily Average",1115,710,1749
"1556","Census Tract 267800","498","Census Tract 601402","6/1/2018 - 8/31/2018, Every day, Daily Average",1136,732,1762
"1556","Census Tract 267800","499","Census Tract 601501","6/1/2018 - 8/31/2018, Every day, Daily Average",1188,769,1834
"1556","Census Tract 267800","500","Census Tract 601700","6/1/2018 - 8/31/2018, Every day, Daily Average",1646,1053,2570
"1556","Census Tract 267800","501","Census Tract 601801","6/1/2018 - 8/31/2018, Every day, Daily Average",1847,1252,2724
"1556","Census Tract 267800","502","Census Tract 601802","6/1/2018 - 8/31/2018, Every day, Daily Average",2183,1630,2922
"1556","Census Tract 267800","503","Census Tract 601900","6/1/2018 - 8/31/2018, Every day, Daily Average",1936,1321,2835
"1556","Census Tract 267800","504","Census Tract 602003","6/1/2018 - 8/31/2018, Every day, Daily Average",1843,1209,2809
"1556","Census Tract 267800","505","Census Tract 602004","6/1/2018 - 8/31/2018, Every day, Daily Average",2071,1394,3075
"1556","Census Tract 267800","506","Census Tract 602104","6/1/2018 - 8/31/2018, Every day, Daily Average",1854,1209,2842
"1556","Census Tract 267800","508","Census Tract 703002","6/1/2018 - 8/31/2018, Every day, Daily Average",1712,1133,2586
"1556","Census Tract 267800","509","Census Tract 404600","6/1/2018 - 8/31/2018, Every day, Daily Average",2811,2168,3644
"1556","Census Tract 267800","514","Census Tract 300502","6/1/2018 - 8/31/2018, Every day, Daily Average",2513,1864,3387
"1556","Census Tract 267800","519","Census Tract 460700","6/1/2018 - 8/31/2018, Every day, Daily Average",2581,1894,3515
"1556","Census Tract 267800","554","Census Tract 503902","6/1/2018 - 8/31/2018, Every day, Daily Average",2812,2007,3939
"1556","Census Tract 267800","571","Census Tract 603801","6/1/2018 - 8/31/2018, Every day, Daily Average",2176,1480,3197
"1556","Census Tract 267800","572","Census Tract 603802","6/1/2018 - 8/31/2018, Every day, Daily Average",1862,1203,2881
"1556","Census Tract 267800","573","Census Tract 603900","6/1/2018 - 8/31/2018, Every day, Daily Average",1548,1020,2347
"1556","Census Tract 267800","574","Census Tract 604001","6/1/2018 - 8/31/2018, Every day, Daily Average",1562,1031,2364
"1556","Census Tract 267800","575","Census Tract 604002","6/1/2018 - 8/31/2018, Every day, Daily Average",1868,1239,2814
"1556","Census Tract 267800","576","Census Tract 604100","6/1/2018 - 8/31/2018, Every day, Daily Average",1583,1045,2395
"1556","Census Tract 267800","584","Census Tract 544002","6/1/2018 - 8/31/2018, Every day, Daily Average",2578,1690,3931
"1556","Census Tract 267800","587","Census Tract 570202","6/1/2018 - 8/31/2018, Every day, Daily Average",3181,2187,4626
"1556","Census Tract 267800","588","Census Tract 570203","6/1/2018 - 8/31/2018, Every day, Daily Average",3277,2248,4776
"1556","Census Tract 267800","590","Census Tract 570301","6/1/2018 - 8/31/2018, Every day, Daily Average",3125,2138,4567
"1556","Census Tract 267800","593","Census Tract 570402","6/1/2018 - 8/31/2018, Every day, Daily Average",3073,2113,4468
"1556","Census Tract 267800","595","Census Tract 570404","6/1/2018 - 8/31/2018, Every day, Daily Average",3059,2103,4448
"1556","Census Tract 267800","612","Census Tract 572002","6/1/2018 - 8/31/2018, Every day, Daily Average",2581,1695,3928
"1556","Census Tract 267800","613","Census Tract 572100","6/1/2018 - 8/31/2018, Every day, Daily Average",2544,1667,3880
"1556","Census Tract 267800","614","Census Tract 572201","6/1/2018 - 8/31/2018, Every day, Daily Average",2619,1725,3975
"1556","Census Tract 267800","616","Census Tract 572301","6/1/2018 - 8/31/2018, Every day, Daily Average",2461,1617,3744
"1556","Census Tract 267800","617","Census Tract 572302","6/1/2018 - 8/31/2018, Every day, Daily Average",2678,1797,3989
"1556","Census Tract 267800","618","Census Tract 572400","6/1/2018 - 8/31/2018, Every day, Daily Average",2530,1664,3845
"1556","Census Tract 267800","620","Census Tract 572600","6/1/2018 - 8/31/2018, Every day, Daily Average",2727,1845,4028
"1556","Census Tract 267800","621","Census Tract 572700","6/1/2018 - 8/31/2018, Every day, Daily Average",2771,1886,4069
"1556","Census Tract 267800","623","Census Tract 572900","6/1/2018 - 8/31/2018, Every day, Daily Average",2787,1908,4069
"1556","Census Tract 267800","638","Census Tract 574201","6/1/2018 - 8/31/2018, Every day, Daily Average",2866,1910,4298
"1556","Census Tract 267800","639","Census Tract 574202","6/1/2018 - 8/31/2018, Every day, Daily Average",2803,1862,4217
"1556","Census Tract 267800","640","Census Tract 574300","6/1/2018 - 8/31/2018, Every day, Daily Average",2900,1944,4325
